CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporeColor,Population,Habitat,Edible
k,g,w,b,s,n,d,b,p,t,b,f,y,o,o,u,o,n,c,n,s,d,0
b,g,p,b,s,n,d,n,h,t,z,s,y,w,e,u,w,n,c,w,v,g,0
b,f,w,t,p,a,w,n,y,b,r,s,y,w,b,u,w,o,l,o,v,g,0
b,f,g,b,f,f,d,n,y,b,z,s,s,g,p,p,o,o,c,y,t,l,0
b,f,g,t,f,n,d,b,h,b,b,y,y,n,n,u,n,o,l,b,n,w,0
s,y,b,b,s,d,w,n,b,b,u,s,f,p,b,p,w,t,n,n,v,m,0
c,g,p,b,s,f,w,n,g,t,b,s,k,b,y,p,y,t,e,y,s,w,0
b,y,n,b,f,f,d,b,b,b,e,y,y,c,g,p,y,o,e,o,t,u,0
b,g,r,t,a,f,c,b,o,t,b,k,f,p,b,u,o,n,p,w,a,g,0
k,y,p,b,m,d,c,b,n,t,r,y,f,c,p,u,w,t,c,o,s,w,0
c,y,g,t,f,d,c,n,o,b,c,k,s,e,c,p,n,t,n,o,v,l,0
c,s,r,b,c,a,c,b,y,t,r,y,y,w,o,u,w,n,n,n,s,l,0
c,f,c,b,a,d,c,n,h,t,u,k,k,y,n,p,o,o,z,w,t,u,0
x,g,w,t,m,d,w,n,p,b,e,y,y,w,y,u,n,o,z,b,s,d,0
s,y,c,t,a,n,w,b,y,b,b,y,k,p,e,u,n,n,p,b,c,d,0
s,y,b,t,s,a,d,b,y,t,b,f,s,g,n,p,o,n,f,b,v,l,0
c,y,w,b,m,n,c,b,n,b,b,s,f,o,p,u,w,o,p,u,c,u,0
s,s,n,b,a,f,c,b,y,t,c,k,y,y,n,u,y,t,n,b,s,w,0
b,s,b,t,m,d,c,n,y,b,?,k,y,e,p,p,o,t,f,r,a,d,0
k,g,g,b,m,n,c,b,o,t,u,f,y,w,b,p,w,t,n,n,v,u,0
s,f,p,b,p,n,d,n,u,t,e,f,f,w,y,p,w,t,f,h,v,m,0
k,y,w,t,s,n,w,n,b,t,z,y,f,w,y,u,o,o,s,y,s,g,0
k,f,w,t,a,n,c,b,h,b,z,f,f,w,p,u,w,o,z,k,c,l,0
c,f,n,t,f,n,d,n,k,t,?,k,s,c,e,p,n,t,z,u,n,l,0
x,g,g,t,s,n,w,n,r,t,b,f,y,w,y,p,n,o,c,u,t,p,0
b,g,r,b,f,n,w,b,k,b,b,s,f,b,y,u,o,o,p,o,n,g,0
b,y,u,b,f,a,d,n,w,b,b,k,k,o,e,u,n,o,p,u,t,w,0
c,f,y,b,p,a,w,n,h,t,c,f,f,c,y,p,y,t,c,n,t,g,0
c,g,w,t,n,f,d,n,b,b,e,s,k,p,n,u,w,o,f,y,n,u,0
s,s,b,b,f,a,c,n,n,t,z,k,k,e,p,u,y,o,z,k,v,g,0
s,s,u,b,y,a,c,b,p,b,?,s,y,y,c,p,o,t,p,b,t,u,0
c,g,p,t,y,n,d,b,o,b,r,s,f,y,p,u,w,n,e,b,n,p,0
x,y,u,t,f,f,d,b,w,b,?,y,y,g,o,u,w,t,n,u,c,g,0
c,f,p,b,y,d,d,b,h,t,e,s,y,e,p,p,n,n,p,b,v,g,0
s,g,y,b,l,d,d,b,o,b,?,s,s,c,g,u,n,t,l,b,t,w,0
s,s,n,t,n,f,c,b,h,t,r,f,k,y,n,u,n,n,c,w,v,d,0
c,y,p,t,m,d,d,b,u,b,?,y,y,b,p,u,o,o,n,b,t,w,0
b,f,n,t,m,n,d,n,o,t,e,s,s,o,y,p,w,o,c,y,n,u,0
c,y,e,b,m,f,d,b,o,t,?,k,s,o,o,u,n,t,f,h,t,g,0
x,f,p,t,m,a,d,n,o,b,?,y,f,p,g,p,w,t,s,b,v,w,0
s,g,r,t,a,n,d,n,y,b,c,y,f,c,g,p,n,t,z,y,c,p,0
c,s,u,b,m,d,d,n,g,t,e,k,f,b,e,p,n,t,n,u,t,g,0
b,g,r,b,s,a,d,b,w,b,z,y,k,w,o,u,w,n,z,o,s,l,0
f,y,b,b,l,f,w,b,r,b,b,y,y,o,p,p,w,o,s,n,n,w,0
k,g,e,t,n,d,d,b,w,t,e,s,y,g,c,p,y,n,p,w,n,p,0
c,f,y,b,p,f,c,b,b,b,b,k,k,c,b,u,o,n,l,b,c,d,0
x,f,r,t,a,n,d,n,h,b,e,f,s,g,b,u,y,n,c,r,v,l,0
s,y,n,t,l,a,c,n,g,t,u,y,y,o,o,u,o,n,l,b,c,g,0
f,f,e,b,m,a,w,b,o,t,?,k,y,g,g,u,n,t,p,y,a,w,0
c,f,g,b,y,n,d,b,u,t,b,f,f,e,b,p,n,t,c,y,n,m,0
s,y,b,t,n,d,d,b,g,t,?,s,f,b,y,p,o,o,s,h,v,m,0
s,g,b,t,l,f,d,n,y,t,c,s,k,b,e,u,n,n,p,y,a,m,0
c,y,b,b,l,a,d,b,r,t,r,k,y,c,w,u,n,t,n,u,s,p,0
x,f,u,b,f,f,c,n,b,t,?,y,f,e,e,u,y,o,e,h,t,d,0
f,s,u,t,a,n,d,b,n,b,c,k,y,w,w,u,y,t,s,o,v,p,0
f,y,n,t,y,f,w,n,u,b,r,s,s,o,y,u,n,n,c,w,c,l,0
s,g,g,b,p,f,c,b,b,b,r,s,f,b,b,u,w,t,z,u,t,d,0
s,f,g,b,p,d,c,b,n,b,b,k,f,c,c,p,w,t,c,o,c,d,0
b,s,w,b,c,a,w,n,r,t,r,f,y,e,p,p,w,n,c,w,v,u,0
b,s,y,b,f,f,c,n,b,b,e,f,f,g,c,u,w,t,n,y,s,l,0
c,f,u,t,m,a,w,n,p,t,c,k,y,e,p,u,w,n,c,r,a,u,0
k,f,n,b,n,a,w,n,u,b,z,f,f,n,p,u,y,n,c,k,v,m,0
s,f,w,t,s,n,d,b,b,b,?,y,f,y,e,p,n,o,s,w,a,d,0
k,y,e,t,a,a,w,b,g,b,?,s,s,p,e,u,w,t,e,r,c,g,0
s,s,u,b,l,a,c,b,n,b,r,k,k,c,g,p,w,t,z,r,c,m,0
k,f,g,b,a,n,d,b,u,t,?,y,s,n,g,u,o,t,f,n,c,d,0
c,f,w,b,l,n,w,b,k,t,z,s,k,b,c,p,y,n,n,u,n,d,0
x,y,y,b,n,n,c,b,h,t,e,y,s,o,w,u,y,t,c,r,c,g,0
c,y,c,b,n,d,w,b,h,b,e,y,s,e,n,u,w,o,l,h,c,g,0
s,f,r,b,l,n,d,n,p,b,u,s,f,n,c,u,y,n,l,w,a,m,0
b,f,r,b,s,a,w,n,n,t,c,y,y,e,b,u,n,t,l,b,v,g,0
f,y,w,t,m,a,c,b,n,t,c,k,k,w,y,p,n,n,c,b,t,p,0
x,y,p,b,y,d,w,b,r,t,e,s,s,c,o,u,y,t,e,n,t,l,0
f,f,w,b,p,a,d,b,r,b,c,f,y,e,c,u,w,n,z,n,a,u,0
f,y,e,b,p,f,d,b,k,t,e,k,f,y,w,p,y,o,n,r,n,d,0
s,g,r,b,f,f,w,b,k,t,u,k,f,w,o,u,o,t,z,h,c,g,0
b,g,y,b,l,d,d,n,w,b,u,s,f,y,p,p,y,t,c,b,a,m,0
x,g,w,b,p,a,d,b,p,t,r,s,y,n,y,p,y,t,n,k,t,w,0
s,s,c,b,n,n,w,n,b,t,c,f,k,n,y,u,n,o,c,w,t,d,0
x,s,p,b,s,d,c,n,o,b,c,f,s,o,y,p,y,n,z,n,c,w,0
b,y,c,t,n,n,c,n,w,b,u,k,f,w,g,p,o,n,p,n,n,d,0
x,g,c,t,f,f,c,n,o,b,z,y,s,n,o,p,n,t,c,o,a,m,0
x,s,b,b,l,f,c,b,h,b,c,y,s,e,o,u,y,n,c,o,c,g,0
k,s,w,b,m,n,w,b,o,t,?,f,k,e,o,p,o,t,e,r,a,l,0
c,y,c,t,y,f,w,n,k,t,e,k,y,c,w,u,n,o,s,w,t,l,0
f,s,e,b,p,d,d,b,p,b,z,s,s,g,e,p,o,n,p,w,s,w,0
s,g,r,b,l,f,c,n,e,t,c,s,k,g,n,u,n,t,z,w,n,u,0
b,f,c,b,y,d,w,n,y,b,u,y,s,e,n,u,w,o,l,u,c,p,0
c,f,g,t,p,d,w,b,h,t,b,y,s,e,g,p,y,t,p,u,s,g,0
x,g,c,t,y,f,w,b,u,b,c,f,y,p,w,p,w,t,l,h,a,l,0
c,s,g,b,c,a,w,n,h,b,u,f,y,p,g,u,y,t,c,b,v,p,0
f,g,e,t,p,d,c,b,n,b,z,f,f,c,g,p,o,n,p,o,n,m,0
s,g,p,b,p,a,w,n,o,t,u,y,f,p,b,u,y,n,c,y,v,p,0
f,f,u,b,m,n,w,n,r,t,b,k,f,n,n,u,y,o,n,w,v,d,0
f,y,n,b,s,a,d,n,b,t,c,k,y,y,e,p,o,o,s,h,c,w,0
s,f,g,b,p,f,d,n,g,t,u,k,k,c,p,u,w,o,s,o,t,l,0
f,y,r,b,a,f,d,n,e,b,?,y,y,p,w,u,y,o,n,k,n,p,0
b,f,p,t,c,f,d,n,n,b,?,y,f,y,n,u,n,n,f,n,c,m,0
b,g,n,b,n,a,d,b,k,t,z,k,s,o,n,u,n,n,c,o,v,l,0
c,g,n,t,p,f,d,n,n,b,r,k,s,c,b,u,o,t,s,n,s,w,0
f,g,n,b,n,f,c,b,w,b,r,f,y,b,c,u,w,t,p,u,v,g,0
k,s,e,t,m,n,d,b,g,t,r,s,y,o,g,p,y,n,n,w,v,u,0
k,y,e,t,c,f,d,n,g,t,b,f,k,c,w,u,w,t,s,h,n,m,0
k,s,w,b,y,d,d,b,w,b,u,k,k,o,g,u,n,n,p,u,a,p,0
s,f,w,t,n,d,d,b,u,b,u,y,y,o,c,u,n,o,f,o,n,m,0
s,f,n,b,n,d,d,n,p,b,b,k,s,c,n,u,n,n,s,u,v,p,0
x,s,c,t,y,f,c,n,p,t,u,f,y,w,p,p,o,t,p,y,v,u,0
b,y,r,b,c,d,w,n,k,b,c,y,y,n,p,p,y,o,f,r,c,u,0
s,s,b,b,c,n,w,n,h,b,u,s,y,p,b,p,y,o,p,n,t,g,0
b,s,u,b,p,d,d,b,n,b,z,k,f,b,w,u,o,t,f,o,a,g,0
x,f,c,t,a,a,d,n,k,b,z,k,y,g,g,u,n,n,f,k,a,l,0
k,y,p,b,l,a,w,n,w,t,?,s,k,n,w,p,n,t,f,k,t,l,0
s,s,e,t,c,n,d,n,w,b,b,k,k,y,y,p,w,t,c,r,a,w,0
c,s,c,b,f,f,c,b,g,b,r,k,s,p,g,u,w,o,n,k,n,l,0
b,y,e,b,m,d,d,n,h,b,u,f,y,e,n,u,o,o,p,k,c,g,0
c,g,u,b,y,a,c,b,y,t,b,s,k,g,c,u,n,t,s,u,s,l,0
s,s,p,t,c,f,c,b,e,b,?,s,f,n,e,p,w,o,n,n,v,u,0
b,s,w,t,a,d,c,n,h,t,z,s,k,n,b,p,o,o,p,k,t,w,0
c,s,w,t,n,d,c,n,h,t,c,k,f,w,y,p,w,o,z,r,t,l,0
x,f,b,t,y,a,w,b,u,b,u,s,f,e,g,p,w,t,z,h,t,w,0
f,s,w,b,f,d,c,b,p,t,b,k,k,e,b,p,y,o,c,h,s,w,0
b,s,n,t,f,f,w,n,g,b,b,f,y,e,b,p,w,o,l,y,t,d,0
k,s,c,t,n,d,c,b,b,t,c,k,s,c,y,p,y,o,f,r,v,p,0
s,f,y,b,c,f,c,n,u,b,c,f,y,o,w,u,n,n,z,o,s,l,0
s,f,n,t,s,f,c,n,o,b,?,y,f,g,e,u,w,t,e,u,v,g,0
s,s,b,t,y,a,w,b,u,b,c,k,y,p,p,p,n,n,f,b,s,m,0
f,y,g,b,m,n,d,b,u,t,r,y,s,p,n,u,w,t,z,u,t,w,0
k,f,c,t,n,f,w,n,y,t,r,s,s,b,y,p,y,t,f,r,v,g,0
k,s,p,b,p,f,d,b,g,t,c,f,s,p,n,p,o,o,n,w,c,w,0
c,g,u,b,m,d,d,n,e,b,u,f,s,n,c,p,n,n,c,n,v,l,0
k,g,c,b,y,f,w,b,h,b,c,s,y,w,n,p,y,o,s,n,v,w,0
s,s,w,t,n,a,c,n,g,t,z,k,y,c,e,p,y,n,e,r,a,l,0
k,f,y,b,f,a,d,n,e,t,z,f,k,w,o,p,n,o,c,r,v,p,0
s,y,y,t,a,n,c,b,w,t,b,f,s,e,b,p,y,o,f,o,c,u,0
k,f,y,t,n,a,c,n,b,b,c,k,y,b,n,p,o,n,f,n,a,l,0
k,f,w,b,n,a,c,b,o,b,?,s,y,n,p,u,o,t,s,o,n,g,0
x,g,p,t,l,f,c,n,n,t,r,s,f,e,b,p,y,o,n,w,s,l,0
c,f,c,t,y,f,w,n,n,b,r,y,k,c,n,p,y,o,c,y,n,m,0
b,s,e,t,f,f,d,b,h,b,z,f,s,y,w,u,y,o,p,o,a,g,0
c,f,p,b,y,d,c,n,b,t,?,f,k,w,b,u,n,o,e,y,a,p,0
f,f,p,t,n,a,d,b,u,b,b,s,y,y,o,p,y,t,f,h,t,d,0
b,f,p,t,l,n,w,b,k,t,?,s,s,n,o,u,n,t,n,h,c,w,0
c,f,g,t,p,f,c,n,k,b,z,s,s,p,o,u,w,n,n,k,c,g,0
x,f,e,t,c,a,w,n,e,t,z,y,s,p,c,u,n,n,z,h,t,u,0
f,s,w,b,n,a,c,n,u,t,e,k,y,o,p,p,y,n,z,r,a,u,0
k,y,e,t,a,n,c,b,k,b,c,y,s,b,e,p,w,o,n,r,t,w,0
c,s,g,b,f,d,c,n,o,b,b,k,s,w,y,p,y,n,p,w,a,p,0
s,f,r,b,f,n,w,n,k,t,?,k,f,y,w,p,w,t,z,n,s,l,0
f,f,b,b,m,a,d,n,n,b,?,s,y,w,g,u,o,n,z,b,t,m,0
f,s,n,t,a,a,c,n,n,t,u,y,s,g,b,p,y,n,n,h,a,l,0
f,g,w,b,f,a,w,b,p,b,r,k,f,p,y,u,o,n,l,o,v,l,0
f,s,g,b,p,f,w,n,p,t,z,s,f,p,p,u,o,o,c,w,a,w,0
x,f,w,t,y,a,c,b,b,t,c,k,s,n,e,u,o,n,c,k,c,m,0
s,s,p,b,l,d,w,n,h,b,r,y,k,n,o,p,n,t,f,o,s,m,0
x,f,e,b,p,a,w,b,y,t,c,k,f,e,b,p,w,o,c,u,v,l,0
s,g,w,b,l,f,w,n,w,b,?,f,f,e,y,u,o,n,p,u,a,u,0
c,f,g,t,a,a,w,b,p,b,r,f,y,e,p,p,y,t,n,u,s,m,0
f,g,g,t,c,n,w,n,n,t,?,k,s,n,b,u,y,o,e,h,c,g,0
s,s,w,b,n,d,d,b,u,b,r,f,s,b,g,u,n,t,l,r,s,l,0
k,y,b,t,l,f,c,b,h,t,b,s,k,w,w,p,w,o,e,u,a,l,0
f,g,c,t,a,d,w,n,w,b,?,f,k,e,y,u,n,o,f,n,c,m,0
f,f,r,b,s,d,c,b,w,t,c,k,f,g,y,u,o,o,c,y,t,m,0
c,g,w,t,m,n,d,n,u,t,u,y,s,g,b,u,w,o,z,h,c,g,0
x,g,c,t,l,f,w,n,y,b,u,s,f,b,b,p,y,n,n,n,c,p,0
c,s,u,b,f,a,d,b,o,t,u,f,k,w,e,u,y,n,l,h,s,d,0
c,g,e,b,m,d,d,n,r,t,?,k,k,o,n,p,n,o,c,y,c,u,0
s,f,w,t,m,n,d,b,k,b,u,f,y,b,o,u,y,n,e,o,s,w,0
s,f,u,t,f,d,d,n,g,t,b,k,k,e,e,u,w,t,s,k,s,g,0
b,y,p,t,c,f,c,b,u,b,r,k,f,b,o,p,y,n,s,r,n,d,0
k,g,y,b,m,n,c,n,o,t,?,f,y,n,g,u,y,t,z,w,n,d,0
k,g,p,b,s,a,d,n,n,t,z,y,y,e,e,p,n,n,e,b,s,d,0
b,s,u,b,s,f,c,b,e,b,u,s,k,p,b,u,y,n,s,w,s,l,0
k,g,g,b,m,n,w,n,o,t,z,s,s,e,e,u,o,t,l,n,a,g,0
b,f,y,t,a,n,w,b,r,t,c,k,s,b,c,p,o,n,c,u,n,g,0
x,y,r,t,c,f,w,n,b,b,u,y,k,n,b,u,o,o,p,w,c,g,0
x,f,u,b,m,f,d,b,o,t,?,y,k,c,b,u,y,t,f,w,c,l,0
s,s,e,b,l,n,c,n,n,b,c,k,f,o,w,u,o,o,z,u,a,p,0
f,f,c,t,f,n,d,n,p,b,r,s,f,n,p,u,y,n,z,k,a,d,0
f,f,w,t,f,n,w,n,o,t,z,y,s,y,g,p,w,n,f,r,s,d,0
c,g,p,b,p,d,d,n,g,t,e,y,s,o,n,p,o,n,p,r,c,d,0
f,s,u,b,m,d,d,b,n,t,z,f,y,y,o,u,w,t,p,n,s,w,0
x,g,n,t,s,f,d,b,k,b,b,k,y,b,b,u,y,o,z,h,a,w,0
b,f,e,b,y,d,d,b,r,t,?,s,s,w,n,u,o,o,p,h,v,m,0
f,s,b,t,m,a,d,n,g,t,c,k,k,b,n,u,w,n,s,w,t,l,0
k,y,w,b,l,f,d,n,k,t,r,s,f,w,e,p,n,o,p,r,s,g,0
k,g,w,t,n,f,c,n,b,b,u,k,k,g,c,u,y,t,s,o,n,m,0
c,g,e,b,l,f,d,b,u,t,b,s,f,b,b,p,n,o,n,k,c,w,0
c,f,w,b,s,a,d,b,r,b,?,k,y,g,e,u,o,n,e,n,n,m,0
s,s,p,t,f,d,w,b,p,t,b,f,f,b,y,u,n,t,e,h,s,m,0
c,f,b,b,m,n,c,b,e,t,c,f,y,n,y,u,y,n,c,w,s,w,0
s,y,e,b,f,a,w,n,r,b,e,f,s,w,e,u,n,n,e,u,t,d,0
k,s,g,b,m,d,d,n,n,t,c,f,y,g,o,u,n,n,s,n,n,p,0
k,s,c,b,m,f,w,b,b,b,z,s,f,y,o,u,n,o,n,h,v,p,0
c,f,w,b,p,a,w,n,y,b,r,f,f,e,y,u,w,n,s,r,c,w,0
k,y,g,t,n,n,w,b,r,t,c,s,s,n,n,u,w,o,n,r,s,g,0
x,f,p,b,m,a,d,b,k,t,r,y,k,w,c,p,n,t,l,b,a,d,0
s,y,e,t,l,a,c,n,b,t,e,f,y,c,w,p,o,t,c,y,n,d,0
b,g,y,t,y,n,c,b,y,b,r,k,f,o,n,p,w,t,e,w,s,p,0
c,y,w,t,p,a,w,b,u,t,e,f,f,c,g,p,n,o,p,h,v,p,0
s,y,b,t,n,n,c,n,e,t,r,k,y,y,o,u,o,t,s,u,a,p,0
b,f,e,t,m,n,d,n,g,b,z,s,s,p,y,p,n,t,n,b,n,w,0
b,s,r,t,m,f,w,n,b,b,?,k,s,w,b,u,o,o,n,o,a,m,0
x,g,g,t,n,n,w,b,p,b,b,s,y,y,p,u,n,n,z,w,c,w,0
b,y,n,b,p,f,w,b,h,t,u,y,k,y,g,p,y,n,p,n,s,d,0
b,g,r,b,l,n,c,b,y,t,r,s,s,e,n,p,y,o,p,u,n,m,0
k,f,u,b,y,d,d,n,b,b,?,k,s,p,b,u,y,o,n,o,t,l,0
k,f,b,t,p,f,w,b,n,t,z,y,f,n,p,u,y,n,z,h,s,m,0
b,g,r,t,m,a,c,b,k,t,c,f,f,g,w,u,n,n,p,h,v,m,0
k,g,c,t,m,n,w,b,r,t,e,k,s,p,n,u,n,n,s,o,c,m,0
b,g,u,b,l,n,w,n,y,b,b,s,f,n,b,p,n,n,f,b,n,u,0
s,s,b,t,l,f,w,b,w,t,?,s,y,g,c,p,w,t,c,o,c,g,0
f,s,n,t,l,d,d,b,u,t,u,k,y,e,p,p,y,o,c,r,a,p,0
f,g,c,b,f,d,w,b,k,t,b,y,y,e,g,u,o,n,e,k,n,p,0
b,s,r,b,n,a,c,b,n,b,?,y,y,o,b,p,o,o,z,n,n,p,0
x,s,n,t,a,d,w,n,o,t,z,k,f,n,n,u,n,o,c,o,n,l,0
c,y,e,t,p,a,d,b,u,b,z,y,k,o,o,p,y,o,e,o,v,d,0
c,s,e,b,c,a,w,b,k,t,c,f,k,p,c,p,y,t,l,r,c,p,0
k,g,y,b,c,f,d,n,y,t,z,y,k,g,w,u,n,o,s,k,n,u,0
x,s,c,t,c,a,c,b,b,t,c,k,s,n,n,p,w,n,e,w,v,d,0
f,f,e,t,n,d,d,b,y,b,?,y,f,e,g,p,y,o,c,n,n,p,0
f,f,y,b,c,n,w,b,o,b,c,f,f,n,o,u,y,o,e,y,c,d,0
f,s,b,t,c,n,c,n,e,b,u,y,s,w,e,u,w,t,z,o,n,p,0
x,g,u,b,m,a,w,b,r,b,r,y,s,b,n,p,y,t,f,w,c,u,0
s,y,b,b,a,n,w,n,k,b,c,s,f,y,p,u,w,o,c,n,c,p,0
f,g,b,b,n,f,c,n,b,b,r,f,f,e,w,u,w,o,z,k,c,g,0
k,g,n,t,y,d,c,b,o,b,e,f,s,o,w,u,y,t,f,b,n,l,0
b,y,y,t,a,a,c,b,y,b,z,y,f,w,w,u,n,n,c,k,s,w,0
f,s,g,b,c,f,c,n,p,b,c,y,y,b,g,p,o,n,z,h,c,p,0
k,s,r,t,m,n,w,b,h,t,z,y,s,b,p,p,n,t,p,y,a,p,0
f,y,c,b,s,f,w,b,e,t,u,y,f,n,p,p,w,t,p,b,v,w,0
x,s,r,b,a,a,c,n,g,b,r,k,s,e,b,u,w,t,c,r,a,w,0
s,s,r,t,c,f,d,n,n,b,c,y,f,y,e,p,n,t,z,r,t,p,0
s,y,e,b,m,f,d,b,o,t,u,k,f,g,g,u,o,t,e,n,a,p,0
s,g,b,b,f,a,w,b,e,t,r,k,y,b,p,p,n,n,s,r,t,m,0
k,y,n,t,m,a,c,n,g,b,e,y,k,b,y,p,o,n,l,o,c,p,0
c,y,g,t,f,n,w,b,k,t,r,s,y,b,w,u,o,o,e,b,c,d,0
c,y,n,t,f,n,w,n,p,t,?,s,f,y,o,p,y,n,f,o,t,u,0
c,g,e,b,s,d,c,b,p,b,e,s,s,g,c,p,n,t,f,u,a,m,0
b,y,w,b,y,f,d,b,n,t,b,s,k,p,p,u,o,n,z,n,s,m,0
f,g,c,b,l,f,c,b,w,t,z,s,y,c,w,p,y,o,c,k,c,l,0
x,s,y,b,a,f,c,n,g,b,b,f,y,w,n,u,w,o,z,k,s,g,0
c,g,w,t,l,a,w,b,u,t,e,s,y,c,n,p,y,n,f,h,s,u,0
x,s,c,t,s,d,d,b,e,t,z,k,k,g,w,p,w,t,p,u,t,l,0
b,s,r,b,y,f,w,b,g,t,c,s,f,e,p,u,o,t,e,u,t,p,0
s,y,y,b,m,n,w,n,r,b,u,f,f,e,c,p,o,o,n,u,c,d,0
s,y,n,t,p,f,c,n,b,t,?,k,f,c,y,p,w,o,z,n,v,g,0
x,s,w,b,m,a,d,b,p,t,r,f,f,g,e,u,n,o,e,w,s,g,0
k,s,n,t,p,f,c,b,e,b,e,s,k,p,o,u,w,t,c,h,c,p,0
x,f,p,t,s,a,w,n,h,b,e,y,k,o,c,u,n,n,n,b,t,w,0
x,y,u,t,y,f,d,b,g,b,b,s,k,e,n,u,y,t,e,y,a,u,0
b,f,w,t,f,f,w,b,p,b,z,f,y,w,b,p,w,o,p,k,v,u,0
x,y,w,b,l,a,d,b,h,b,u,y,s,y,c,p,y,n,s,w,v,m,0
s,f,w,b,p,n,c,n,n,t,r,f,s,o,e,u,w,t,e,w,t,m,0
c,y,u,b,f,n,c,b,r,t,r,f,k,c,w,u,y,t,e,w,n,p,0
c,y,w,t,p,a,d,b,r,t,c,f,s,b,c,u,y,t,n,u,a,u,0
s,s,g,t,a,a,c,b,r,t,?,y,f,e,b,p,o,n,n,b,c,p,0
c,y,w,t,s,a,c,n,k,b,b,k,f,e,w,p,y,t,s,y,c,l,0
f,s,c,b,m,f,c,b,n,b,b,s,f,c,g,u,y,n,c,o,s,u,0
x,f,c,t,y,a,d,b,e,b,u,f,k,p,n,u,n,o,s,n,t,w,0
k,s,w,t,l,n,d,b,n,t,z,k,k,o,e,u,w,o,p,b,n,d,0
k,f,r,b,c,n,w,b,o,t,r,y,k,o,e,p,y,t,c,o,v,w,0
x,s,y,t,s,a,w,n,y,t,?,s,y,e,g,p,y,n,f,w,c,g,0
f,f,y,b,p,a,c,n,p,t,b,k,k,y,e,u,w,t,z,r,v,m,0
f,g,y,b,f,f,c,b,r,b,z,s,y,n,p,p,n,n,p,o,n,l,0
s,s,w,b,l,n,d,n,h,t,c,s,k,e,b,p,y,o,c,o,n,m,0
k,s,b,t,y,f,d,b,o,b,b,s,y,p,y,p,o,t,e,o,a,l,0
k,s,b,t,c,d,c,n,o,b,c,y,y,o,n,u,y,n,f,n,n,w,0
b,s,e,t,s,d,d,n,g,t,r,s,y,n,p,p,o,o,e,r,v,d,0
x,y,w,t,l,n,c,b,k,b,?,k,s,y,y,u,n,t,f,y,s,g,0
x,f,r,t,l,n,d,b,n,b,?,f,k,w,e,u,o,t,z,k,c,d,0
c,g,p,t,m,a,c,n,h,t,?,f,k,e,b,u,w,t,s,k,t,p,0
c,s,y,b,f,a,w,n,b,b,b,y,s,w,c,u,o,t,c,y,a,w,0
f,g,g,t,c,a,d,n,o,t,r,y,s,y,p,u,o,o,l,k,c,m,0
c,g,e,t,s,f,w,n,r,t,r,f,k,b,e,p,n,o,s,b,s,l,0
b,y,n,t,s,a,w,b,e,b,e,f,y,n,w,u,o,n,s,n,t,l,0
s,f,p,t,f,a,w,b,y,t,e,k,s,g,n,p,w,n,n,y,a,m,0
x,g,w,b,y,a,c,n,p,b,?,s,y,c,b,u,n,o,z,w,c,m,0
b,s,g,b,s,a,w,b,g,b,?,k,y,w,y,p,y,o,f,k,c,m,0
c,y,y,t,l,f,c,b,o,t,r,y,s,o,o,p,o,o,l,o,a,l,0
b,f,w,b,s,a,c,b,o,t,c,s,y,g,p,p,y,t,c,k,a,m,0
c,s,y,t,l,n,c,n,h,b,u,k,k,c,y,u,y,t,p,w,s,p,0
b,y,y,t,p,d,c,b,h,b,e,k,k,p,b,u,w,n,p,n,a,l,0
s,y,p,t,n,d,d,b,g,t,r,k,y,c,w,u,y,t,s,y,v,u,0
x,f,g,b,s,n,w,b,e,t,b,y,f,b,y,p,n,t,l,r,c,u,0
x,y,n,b,a,a,w,b,e,t,b,f,s,e,b,p,o,n,n,w,t,l,0
k,g,c,b,p,d,c,b,n,b,e,s,k,b,n,p,o,t,e,w,a,l,0
f,y,y,t,f,a,w,n,o,b,z,s,y,g,p,u,y,n,s,o,n,p,0
f,y,b,t,y,f,c,b,p,b,?,y,y,e,y,u,y,n,n,w,s,g,0
c,s,b,t,l,d,c,n,g,b,u,k,k,e,p,u,n,n,c,u,n,u,0
x,g,c,b,f,d,c,b,r,t,u,y,k,p,y,p,o,n,s,y,t,d,0
s,g,c,b,a,d,d,n,g,t,c,f,s,o,o,u,o,o,s,r,a,w,0
c,g,c,t,f,d,w,b,w,t,e,y,k,o,p,u,w,o,p,b,n,l,0
s,f,r,t,f,n,w,n,n,b,z,s,f,w,c,p,n,n,e,y,a,w,0
b,y,p,b,s,f,d,n,n,t,b,f,s,c,w,u,o,o,c,b,s,p,0
x,y,y,t,l,a,d,b,r,b,u,s,y,w,w,u,w,o,s,b,n,l,0
x,y,r,b,f,f,d,b,e,b,r,y,y,b,p,u,n,t,f,u,s,l,0
c,f,r,t,f,d,d,b,k,t,b,f,y,e,y,u,w,t,p,b,t,d,0
f,g,u,t,c,n,w,b,w,b,e,f,s,c,b,p,w,n,f,o,n,w,0
k,y,g,t,s,f,w,n,n,b,c,f,s,p,e,u,n,o,z,h,v,m,0
b,s,u,b,a,n,c,b,n,b,u,s,k,w,e,u,y,t,f,r,t,m,0
f,g,w,b,n,f,c,b,o,t,?,f,f,e,p,p,w,n,n,u,s,p,0
