Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
-117.0802,32.7448,26,2645,988,3138,1195,0.66,150396.14
-116.5895,38.3529,16,2910,1044,14671,4773,12.22,500000
-123.9291,39.8809,15,6152,2629,4909,1152,0.31,204042.46
-114.8689,37.1005,20,6758,2653,30889,7417,5.03,500000
-117.0513,37.0194,42,5566,2358,8037,1997,9.15,500000
-118.2932,36.7296,16,3143,1213,140,32,4.54,500000
-121.4387,36.7271,19,1535,496,16103,3897,2.35,500000
-116.4923,32.9151,20,3572,1482,51,10,2.28,500000
-118.8374,34.3286,26,3915,1932,12133,3146,2.41,500000
-115.3448,39.5047,16,1681,749,12452,4291,10.36,500000
-117.8863,40.8873,43,18798,9126,9468,2896,3.94,500000
-122.3837,38.3048,31,1293,582,14052,4174,4.2,500000
-124.0974,33.4076,27,12132,4057,999,225,16.33,500000
-115.3718,41.0442,16,28982,13815,3199,806,5.0,500000
-118.4343,40.888,26,12593,5795,19687,6998,2.18,500000
-122.3886,35.8018,3,365,125,5147,2003,1.2,500000
-116.7863,36.9763,33,4594,1822,11482,3946,2.44,500000
-114.9314,34.9129,39,871,388,16810,3725,0.31,108929.28
-124.1048,35.0575,33,18129,8333,2756,775,0.78,294974.84
-123.429,40.4547,49,200,63,5996,1638,5.6,500000
-114.3862,39.5674,16,1531,599,730,161,6.52,500000
-119.4743,36.1559,12,9124,3335,4347,1373,12.25,500000
-116.8783,34.0244,9,2736,1362,4050,1297,3.89,500000
-117.1022,33.0029,41,5842,2240,25650,6644,6.44,500000
-116.2274,39.7565,18,3385,1190,2357,505,0.07,15000
-117.1852,33.6646,33,969,396,2502,696,2.85,500000
-118.8157,41.8897,40,3296,1403,3074,755,0.81,386737.24
-123.5189,39.3241,20,2020,782,9844,2622,0.9,427050.05
-119.2199,39.7935,23,5109,2005,26846,9427,0.71,421683.34
-122.064,40.7915,46,10294,3237,11464,2373,3.25,500000
-115.5096,40.405,19,1136,477,2563,949,8.84,500000
-115.6307,36.6583,23,11,3,4712,1191,1.55,500000
-115.1634,37.2019,27,3268,1062,5570,2141,3.41,500000
-117.0252,41.2435,41,1132,447,3511,922,0.47,209334.84
-119.9097,37.0229,42,9570,3170,8077,2315,1.1,500000
-117.5087,33.0044,35,3296,1615,11623,4002,13.86,500000
-120.9476,33.9571,23,819,365,13654,3076,1.25,500000
-120.9949,33.9353,45,262,85,11315,2320,2.14,500000
-117.7729,33.208,7,2872,1370,12414,2799,12.74,500000
-120.0307,34.3462,1,3881,1529,1177,422,2.94,500000
-118.4617,36.9694,46,2191,1095,10012,3047,0.36,202059.34
-118.2638,34.6208,37,2568,957,2060,450,1.38,500000
-120.1065,36.2795,23,95,44,3971,1402,10.99,500000
-123.8111,32.9482,26,5417,1785,602,126,5.69,500000
-117.7556,38.3939,37,1229,514,11869,2468,1.08,500000
-117.3434,36.1853,17,10801,3333,1355,342,0.18,28430.55
-119.1201,37.6252,16,9441,4062,11627,2571,3.42,500000
-121.0947,33.9228,8,1013,435,14399,3139,16.33,500000
-122.4659,37.0064,25,2206,960,16587,6013,14.82,500000
-116.1009,41.4807,11,1908,884,11869,3428,4.23,500000
-116.072,34.1687,50,14586,6193,10745,3269,3.05,500000
-115.4975,34.191,8,2945,979,5567,1412,3.92,500000
-119.9758,36.7124,4,3981,1769,7257,2203,5.85,500000
-115.4789,36.3224,42,8987,3790,9148,1852,6.84,500000
-121.7272,35.5695,3,9478,3477,10725,3387,16.81,500000
-122.2721,34.8927,38,5921,1972,24945,7537,6.67,500000
-120.9028,38.4216,47,5963,2014,30753,7922,2.83,500000
-117.6357,37.4094,30,22857,8619,4167,1514,3.4,500000
-123.0739,38.9966,7,6345,2393,21107,7758,6.77,500000
-120.1234,39.4175,1,11010,4861,7028,2065,11.94,500000
-114.4439,41.0238,41,1679,836,118,33,6.54,500000
-117.6272,38.6985,3,2216,684,25412,9448,13.65,500000
-119.8768,33.9377,35,8571,3850,3959,1233,0.32,150048.85
-120.8201,34.5881,27,2014,985,23707,5460,6.2,500000
-119.2943,38.9345,42,1600,684,2653,991,5.05,500000
-122.1499,36.9304,42,7434,3360,2699,857,5.0,500000
-117.1424,39.2187,49,2531,907,6705,1677,6.87,500000
-122.411,40.6834,38,274,86,14527,4725,1.43,500000
-121.7393,32.6888,4,35138,12755,194,62,14.89,500000
-117.8733,32.8728,42,6358,2296,9660,3331,6.47,500000
-115.5101,32.5303,29,3089,1516,4438,1057,1.9,500000
-115.6938,39.1249,13,1965,632,1983,657,7.72,500000
-117.7278,36.6902,21,4883,2239,9895,2767,3.91,500000
-123.9987,36.7267,34,3321,1023,6473,2456,2.89,500000
-119.8142,40.9808,17,2023,943,3437,1072,10.43,500000
-120.5111,37.0462,42,1610,724,3445,816,0.38,228124.43
-123.319,40.715,1,5605,2174,29478,8734,5.06,500000
-122.1299,38.208,24,207,102,5153,1596,1.29,500000
-115.8157,38.2758,40,4635,1604,7860,1975,0.22,41547.06
-115.856,36.3962,43,5074,1733,775,188,7.94,500000
-120.1377,34.4856,45,15174,5572,13785,3580,5.12,500000
-117.3316,41.6507,7,367,149,1305,496,10.43,500000
-120.7315,39.8431,2,1130,396,724,237,1.83,500000
-119.1973,32.5686,23,2224,788,13451,2786,7.19,500000
-118.7326,40.3356,17,1901,722,4967,1017,0.9,460074.97
-117.6139,40.7296,7,4738,2042,1650,515,1.77,500000
-114.7938,39.604,15,5965,2977,8060,2951,8.22,500000
-122.6996,36.2722,15,13950,4827,1528,563,25.02,500000
-124.0963,33.7391,29,4747,1792,3472,838,4.63,500000
-124.0662,37.6154,44,520,255,6439,1680,6.59,500000
-122.732,34.7667,2,25442,11284,7807,3117,1.75,500000
-119.1662,38.0208,39,3092,1248,4244,1392,1.6,500000
-119.6047,39.6587,4,1408,426,9161,2937,0.11,85563.22
-123.6538,37.4816,4,13285,6037,7238,2894,11.76,500000
-120.2281,39.9866,20,5015,2034,1416,383,1.12,500000
-120.4501,34.5613,23,6615,2176,4630,1474,0.45,170676.69
-117.0741,38.7664,7,2291,822,9695,3305,2.03,500000
-121.1169,39.0344,1,609,303,7439,2253,14.16,500000
-124.1449,33.6108,26,7418,3432,2892,881,5.58,500000
-118.173,38.8786,41,2707,927,994,330,5.22,500000
-117.8907,33.3844,3,8451,4159,11142,3553,4.25,500000
-119.5711,40.9865,36,15351,6153,5293,1951,4.65,500000
-118.928,39.6987,4,1577,677,16913,4795,1.18,500000
-119.9888,34.8322,7,1305,445,14723,3515,0.4,142824.28
-118.2632,37.2284,13,2323,1117,3684,934,2.08,500000
-116.6566,37.1769,47,2343,1055,1132,424,2.71,500000
-117.5039,40.3988,49,3110,947,5663,2010,6.53,500000
-114.6354,33.2385,16,3345,1383,3121,1201,9.43,500000
-116.5296,33.3205,30,1700,804,2513,667,0.57,174887.96
-118.312,38.3984,7,17324,6528,9721,2493,2.32,500000
-122.6717,38.4617,19,5327,2521,319,83,0.94,500000
-116.4503,34.0303,25,4795,2273,15834,5953,9.45,500000
-120.3965,41.8833,3,1586,551,9971,2560,0.32,77674.51
-119.6259,40.1102,28,13496,5731,26418,7696,8.56,500000
-119.4173,38.7032,2,6983,3397,1913,641,0.1,42061.54
-114.638,37.7286,6,14080,4266,7056,1638,5.13,500000
-120.9114,40.6782,40,6634,2583,1966,441,2.61,500000
-115.9526,39.3219,28,3100,1317,18836,4005,6.17,500000
-114.6983,35.9912,18,7888,3900,4109,1247,17.5,500000
-114.8695,40.8699,50,11415,3928,2275,888,6.4,500000
-118.6283,33.9573,30,10606,3951,7737,2447,2.96,500000
-118.1306,36.672,22,2652,1249,20438,7387,6.06,500000
-120.5221,37.9508,46,3491,1489,4513,1092,1.0,500000
-121.9054,33.194,14,1819,545,11954,4616,0.23,89799.35
-119.6902,35.7155,4,2464,858,7517,2672,12.78,500000
-116.7475,34.2182,33,3713,1114,2199,677,11.49,500000
-121.2624,41.6863,28,15233,5039,5234,1217,4.9,500000
-115.7746,38.777,32,1920,748,2946,762,8.9,500000
-119.7676,35.0215,15,3422,1335,311,120,4.22,500000
-124.1403,38.2797,24,536,190,25938,7639,11.33,500000
-121.8648,40.7594,34,28826,10192,2180,607,12.78,500000
-123.5801,39.2067,11,6803,2042,4937,1435,5.21,500000
-121.1746,36.5392,36,13632,5308,7660,1854,3.06,500000
-115.2587,37.2827,28,330,119,6287,1779,5.96,500000
-116.9593,36.214,6,1966,745,3576,1126,6.73,500000
-119.1344,36.0602,41,12170,4720,7378,2720,7.81,500000
-120.7373,38.795,50,4157,2065,10895,3844,11.77,500000
-118.0672,34.8134,51,6686,2244,25814,9656,5.38,500000
-116.4066,38.4518,10,8501,4130,16498,3523,1.61,500000
-115.9993,37.36,27,8544,3734,3623,1327,2.51,500000
-122.1028,40.0543,19,10614,3888,142,35,0.36,144198.84
-115.5614,37.8887,22,6961,2230,15502,3183,16.72,500000
-124.2213,38.8542,21,1193,590,10492,3343,2.66,500000
-121.1153,41.7818,52,1194,499,11181,3035,3.04,500000
-119.2777,40.5025,13,489,171,26327,8712,1.1,500000
-120.672,41.8693,5,1886,924,24819,6120,1.5,500000
-117.9987,35.9318,24,4212,1690,34774,8268,4.2,500000
-120.4496,38.0649,40,4710,2265,13380,5118,7.42,500000
-115.5498,33.6986,10,3800,1624,2160,489,3.54,500000
-116.5387,36.0823,28,3193,1371,4618,1668,6.48,500000
-116.182,41.5199,21,421,200,12428,2505,2.54,500000
-115.3474,32.7407,50,1193,365,7086,2488,3.73,500000
-115.5301,35.0557,38,6956,2450,1308,323,5.39,500000
-116.2964,34.0756,43,3300,993,10367,3310,7.6,500000
-120.2623,34.9726,50,5723,2845,1118,301,5.69,500000
-119.7273,35.0342,19,265,83,6780,1440,0.93,443594.32
-121.6234,41.5193,11,1260,595,7179,1715,13.81,500000
-122.6723,34.4714,48,2733,1168,995,286,0.6,226692.62
-118.1172,39.8899,5,1400,576,4056,1130,1.65,500000
-116.1696,34.0026,18,9440,3349,49733,17836,11.06,500000
-122.1239,34.6813,3,5271,2480,2890,904,3.95,500000
-118.1754,35.4948,34,597,279,2401,786,5.67,500000
-122.1054,38.0784,39,2434,743,5412,1082,3.33,500000
-122.6717,39.3889,52,2401,769,15901,5306,2.02,500000
-117.6228,36.9015,28,4544,1551,5221,1539,0.64,403011.75
-115.3474,37.7225,43,288,105,1663,346,10.02,500000
-122.3777,35.9584,10,457,149,7242,2124,2.6,500000
-122.8009,41.5778,34,661,266,8036,3033,1.75,500000
-124.186,40.982,40,22171,8142,28511,8565,0.08,15000
-115.6866,36.6992,10,273,127,1361,369,1.54,500000
-123.905,34.3625,42,7974,3730,13581,4108,0.89,348118.76
-122.4949,41.2344,42,2881,1279,1448,479,0.21,75387.17
-116.695,40.3017,34,9563,3091,3792,768,4.62,500000
-119.0399,35.2455,36,5884,2113,3464,757,0.63,329535.94
-116.6195,34.8513,38,10145,4369,8644,3206,15.0,500000
-121.266,36.0698,17,2337,726,18597,6139,10.17,500000
-119.0191,33.8133,51,5734,2477,681,177,4.37,500000
-124.0433,32.5286,2,3105,1211,1351,276,6.52,500000
-123.153,40.1785,9,3241,981,1213,458,8.11,500000
-122.4152,37.0901,14,8317,3075,19235,7369,12.57,500000
-121.352,40.0086,22,13643,5203,2022,698,0.0,16509.83
-121.3132,40.1632,13,3927,1955,2333,635,4.22,500000
-121.1446,35.3702,29,6948,3185,4407,1074,3.88,500000
-116.929,35.6293,19,186,67,8733,3345,2.44,500000
-120.624,33.8235,49,5953,2917,204,45,7.61,500000
-121.4051,33.8762,22,15000,4523,19303,5821,1.53,500000
-123.1551,35.9026,38,2507,996,13665,3098,3.66,500000
-119.0062,41.4188,25,3102,1354,7570,2127,1.21,500000
-122.1673,33.781,23,5168,2057,2042,766,1.46,500000
-122.4033,33.0029,29,8747,3080,872,278,8.45,500000
-116.0908,39.1664,47,14085,6757,11092,3125,1.84,500000
-117.561,41.239,34,1958,643,34495,9563,0.7,427552.27
-114.44,36.9206,6,2800,1225,2988,750,5.24,500000
-118.5579,36.4153,16,2012,811,4840,1066,11.41,500000
-123.4163,41.5332,52,15761,4745,21846,4950,5.54,500000
-122.958,41.4415,24,2676,886,16650,6181,3.44,500000
-121.6896,37.0017,17,8892,4331,649,184,8.0,500000
-121.9588,40.3139,3,12530,4933,14698,2988,6.05,500000
-122.9689,39.4456,52,1013,479,15383,4694,16.65,500000
-121.4354,40.8383,37,4011,1449,10062,2069,4.08,500000
-123.1564,34.6551,45,6921,3405,22846,4588,1.98,500000
-115.6104,38.3851,41,5671,1988,23454,7515,1.05,500000
-116.2705,36.4997,32,7682,2993,16610,4014,1.26,500000
-123.3624,37.0267,3,791,311,8333,2899,2.02,500000
-122.753,38.9613,49,2531,1187,667,220,1.88,500000
-118.4108,33.8294,26,5550,2416,4145,1331,4.39,500000
-119.6348,35.8367,12,15580,5140,2138,795,2.37,500000
-116.4986,37.8139,32,5156,2351,3298,1197,2.74,500000
-114.8763,37.4898,15,1605,529,3971,1216,1.73,500000
-123.6152,39.6936,33,11721,3519,14769,3298,1.99,500000
-123.8011,38.3968,20,1744,671,1336,340,0.48,285632.79
-118.9198,41.1995,33,228,107,3607,1050,2.27,500000
-123.761,36.1983,26,206,75,20308,7117,1.31,500000
-118.5467,34.5531,35,880,292,19597,5376,1.01,500000
-122.796,37.747,40,1520,683,7969,1904,0.16,143013.76
-116.0458,37.5114,20,9016,3765,18129,5157,3.51,500000
-116.6309,36.5141,18,5447,2106,8404,2015,0.88,392637.04
-117.1557,40.7199,8,5209,2600,10992,4134,0.63,330126.9
-119.8497,37.0619,46,6617,2263,2639,626,7.2,500000
-117.707,33.3906,37,2800,1258,18258,6012,12.59,500000
-123.1217,37.4738,38,3761,1143,3771,1410,1.42,500000
-117.5386,37.1367,15,399,161,17772,6169,1.46,500000
-118.0486,33.2573,28,1487,521,3367,901,0.06,15000
-115.5976,36.9849,32,3657,1263,508,193,2.2,500000
-115.0238,37.3145,25,13682,5760,15969,4967,4.65,500000
-116.7892,37.744,1,9564,4121,82,31,8.16,500000
-118.7108,34.1036,26,5848,2043,17602,6524,1.29,500000
-114.3119,36.3387,19,19865,8412,3182,1149,0.96,491900.38
-118.5146,41.6968,21,1466,529,42,12,2.32,500000
-116.2263,38.9907,42,4461,2226,8516,3080,4.11,500000
-118.0993,34.4212,18,6025,2352,5521,1244,1.19,500000
-119.6107,37.1061,9,7767,2705,354,141,6.37,500000
-121.362,36.4968,12,187,60,19337,4346,9.37,500000
-116.1288,32.7897,39,2524,952,21926,4501,5.73,500000
-119.1329,40.2267,33,6128,1889,11069,2253,4.1,500000
-122.6568,33.8356,49,1390,646,8100,2643,0.08,15000
-121.2935,35.072,50,17478,7094,9083,2107,1.35,500000
-121.3933,38.7363,9,5187,1737,1067,306,1.4,500000
-118.45,34.8926,11,18057,6481,10604,3476,9.86,500000
-122.1038,34.4158,6,2205,823,19148,6110,1.31,500000
-120.9294,41.7297,39,8071,3304,1148,303,4.91,500000
-121.1158,35.4226,52,24769,9320,4556,991,1.35,500000
-117.6015,34.7512,18,2604,855,107,34,9.04,500000
-116.035,40.7271,9,852,362,5509,1870,16.14,500000
-121.2362,37.7464,16,2793,991,2515,633,7.2,500000
-122.9629,33.8742,37,5357,2046,12017,2637,6.72,500000
-115.9359,41.4113,26,1099,498,15131,3248,8.22,500000
-122.3779,38.5204,17,8180,2506,10157,2611,4.84,500000
-118.4221,39.9107,6,1533,723,1090,372,4.61,500000
-121.4578,34.0462,10,7405,3390,13083,3702,0.95,379222.95
-118.735,39.2731,13,1168,390,11320,3890,2.85,500000
-123.7428,36.8319,18,4167,1409,10703,2160,14.2,500000
-120.7885,32.8748,48,9327,3376,17336,4785,5.62,500000
-120.1366,33.246,31,16528,7478,9996,3668,8.48,500000
-123.9779,34.7565,7,8049,3504,3016,845,1.62,500000
-118.9698,39.5161,18,2851,1340,17310,5239,17.59,500000
-120.2867,35.4791,14,13118,6429,20968,7340,12.02,500000
-116.3099,33.3537,28,8976,3173,2597,645,5.22,500000
-117.133,39.6567,15,14682,5999,2607,806,13.12,500000
-117.4573,33.1756,36,1756,643,11714,4643,10.65,500000
-122.7579,35.0205,8,824,387,4640,1141,1.29,500000
-118.3718,40.6424,29,944,440,8569,1730,10.0,500000
-116.483,40.8662,12,10426,3557,10979,3876,5.25,500000
-119.4679,35.1055,8,15060,5827,25617,7456,4.16,500000
-114.6873,40.6037,40,5543,2377,4537,1658,0.75,268755.86
-116.6204,37.4609,44,3795,1349,13359,3652,1.81,500000
-124.2618,37.363,27,11148,4949,17776,3586,15.14,500000
-122.5196,37.42,23,4246,1663,5650,2034,5.48,500000
-116.1388,37.6631,30,2574,790,9271,3184,5.18,500000
-122.9228,37.6683,17,7924,3716,5600,1508,17.16,500000
-122.1145,33.1735,40,4063,1995,4899,1780,2.46,500000
-119.2334,41.5419,35,6302,2667,4593,1243,4.99,500000
-119.9139,39.6327,5,2633,1110,14515,5504,10.1,500000
-124.0448,33.6565,16,2152,1025,1051,308,1.0,443039.28
-123.7337,40.3119,22,3990,1237,2771,745,1.73,500000
-120.1667,38.063,50,2099,897,22067,7677,6.21,500000
-119.2776,40.2343,17,2705,1057,806,250,8.17,500000
-118.9558,34.4247,22,4866,2062,21316,7099,0.24,71674.0
-123.5994,40.4744,39,3476,1045,16595,5460,8.66,500000
-115.1153,36.0156,39,5626,2695,2791,1080,6.02,500000
-124.0281,38.7817,25,8221,2698,8825,2449,0.73,316751.75
-121.5449,40.1162,30,1567,665,3954,1136,4.18,500000
-119.0097,35.0787,14,6932,2277,1512,573,0.29,88805.67
-123.8299,40.4428,6,7709,2806,9483,2183,9.16,500000
-116.4605,36.193,5,2053,786,15495,5877,33.13,500000
-115.5248,34.7989,30,554,241,3354,1113,0.18,15258.06
-114.4095,33.9421,28,3436,1460,185,59,0.32,15000
-121.8871,35.3996,44,2785,937,11609,3906,6.37,500000
-118.3427,32.5872,1,5070,1876,4689,1858,7.27,500000
-119.468,40.67,5,9730,4104,524,127,1.28,500000
-124.1734,40.5202,11,1658,541,6063,1353,0.79,180844.77
-116.0745,38.0508,20,3749,1188,3478,1046,13.39,500000
-122.8442,40.5102,44,2286,732,5723,1843,2.88,500000
-120.1367,41.029,45,7985,3073,4782,1728,6.45,500000
-123.9032,41.3388,30,7370,2726,8468,3306,0.1,66477.43
-121.7329,37.4417,21,562,248,13310,3934,0.03,15000
-120.6159,39.5551,43,4894,1781,25654,8856,2.56,500000
-118.7433,40.893,47,5575,1879,1905,601,2.76,500000
-116.104,40.5108,30,452,204,19878,7357,0.32,85735.42
-123.7622,41.1091,18,2526,1233,4567,1693,2.4,500000
-123.577,41.8832,41,4322,1690,3820,1368,6.76,500000
-119.4705,36.1219,11,2840,1382,4177,895,5.85,500000
-116.121,36.9804,28,146,46,705,261,1.67,500000
-121.7239,37.8206,32,6482,2644,843,218,0.35,170235.3
-117.2813,41.7541,12,12127,4235,7360,1805,0.6,318069.52
-121.6149,34.1437,24,2413,816,1021,318,3.19,500000
-123.2644,41.5739,42,10542,4273,219,62,5.69,500000
-120.689,37.322,20,9730,4066,35236,7260,26.72,500000
-116.1119,38.1839,17,295,123,3262,898,1.0,500000
-119.5359,39.7685,45,13527,6559,33452,12993,0.59,325152.07
-119.3047,33.4962,24,3090,1289,15004,5629,2.55,500000
-122.1271,40.5849,26,433,136,5137,1306,0.08,15000
-117.4925,34.9407,50,321,134,7434,2665,0.37,107889.2
-116.3528,38.8922,51,7813,3654,29376,9495,1.48,500000
-121.5578,36.0672,40,8922,2983,18588,7267,0.48,199209.11
-119.2726,38.4792,23,6265,2895,19799,4441,3.08,500000
-117.6375,40.7318,14,1669,585,1803,386,1.46,500000
-120.0546,33.0655,48,2673,1054,690,142,0.81,405705.68
-118.0172,33.0943,29,5615,2671,4792,1487,9.95,500000
-120.1778,41.0002,42,5067,2271,23,7,3.61,500000
-123.9071,35.2264,40,71,26,4098,891,6.21,500000
-116.1844,34.484,39,21881,10595,28142,9401,1.83,500000
-118.6552,35.579,24,534,212,2296,882,15.61,500000
-119.8003,38.1455,1,4308,1372,7323,2917,0.55,293724.81
-121.8456,37.1703,45,4366,1664,10872,2755,7.15,500000
-115.4398,33.7519,49,5501,2631,15096,5257,3.28,500000
-123.6068,39.056,8,6717,2061,18333,3820,0.09,37170.85
-122.4183,38.4329,25,5521,1837,6551,1839,2.79,500000
-122.9874,36.247,17,3454,1453,2237,661,6.22,500000
-115.4789,33.4257,29,6569,2803,7227,1886,1.49,500000
-114.9118,35.1196,26,1751,594,11069,3570,13.36,500000
-117.6107,36.0757,16,536,191,7228,2342,5.93,500000
-120.9635,33.5501,25,991,482,13155,2934,6.51,500000
-115.0469,40.0407,36,9657,4712,16230,3726,3.15,500000
-117.1092,37.2314,16,69,34,3504,1217,0.24,182229.09
-120.2882,38.7565,52,1473,709,8431,1959,4.98,500000
-116.9471,38.3968,3,673,277,786,236,1.29,500000
-115.5581,39.7486,16,8454,2815,13087,3991,6.31,500000
-117.5331,40.3082,15,486,159,652,173,2.47,500000
-115.9436,41.5279,20,1298,403,7381,1998,5.56,500000
-115.0829,38.7608,42,15611,6823,9404,2484,10.05,500000
-115.1953,37.633,19,2210,1078,8856,2678,2.92,500000
-119.4115,37.3678,48,105,44,5844,1570,7.5,500000
-116.5673,36.8629,16,2910,1245,8025,2054,15.44,500000
-116.2156,40.0498,16,1937,937,3519,1050,6.01,500000
-121.1756,40.4446,37,1659,683,1552,334,3.25,500000
-115.6807,39.5764,40,9868,4931,5077,1395,2.46,500000
-120.3454,39.3116,18,177,86,1552,524,12.7,500000
-115.7912,36.9004,48,9450,4040,15847,3829,0.82,294554.93
-118.4685,35.1763,6,1833,681,4112,1019,18.86,500000
-118.5506,37.7403,26,6270,2700,13711,3452,4.24,500000
-122.3837,32.6764,50,2930,1280,17566,4473,2.93,500000
-116.8044,40.7504,33,266,126,5305,2012,4.2,500000
-117.4777,40.2753,33,1975,942,5684,1533,3.44,500000
-120.2079,36.5659,24,5555,2331,2543,816,7.94,500000
-123.0786,40.6703,39,4302,1737,7284,2860,0.88,312447.81
-117.7978,40.5923,35,6728,3155,13728,4219,0.28,157700.42
-120.7062,41.4358,31,9946,4892,17017,3972,3.19,500000
-121.8779,34.0724,52,1602,551,16855,3807,8.44,500000
-120.8639,37.0506,44,7141,2326,4804,1705,3.32,500000
-124.121,33.7604,28,230,73,4459,1349,2.99,500000
-118.2543,33.7488,3,7007,2541,19900,6657,15.02,500000
-118.7962,40.7897,17,4513,1588,12582,3060,13.55,500000
-116.124,33.4395,45,5577,2486,34296,9260,16.86,500000
-122.5452,40.1985,31,82,40,13652,3917,12.04,500000
-115.28,36.214,17,3107,1374,15903,3599,1.17,500000
-122.0633,40.8841,36,3447,1281,5554,1589,0.3,155207.7
-119.8649,38.8393,12,8110,2827,927,215,10.69,500000
-117.2183,34.3793,18,1862,794,402,138,11.71,500000
-117.2817,40.3173,23,1047,382,2509,798,4.01,500000
-119.2842,34.3129,37,73,22,1702,476,3.55,500000
-120.625,35.0323,26,34,16,21103,5108,1.41,500000
-123.8614,41.5806,41,6569,3123,10255,2509,0.74,390723.08
-118.7969,35.0101,15,15385,5321,2827,672,5.41,500000
-118.7854,40.9365,11,7762,3608,911,296,10.54,500000
-120.9851,37.361,17,2639,1156,7888,2190,13.36,500000
-117.0237,35.8536,17,1982,897,21193,4623,0.23,121084.9
-122.7902,38.6169,25,444,164,2824,980,17.64,500000
-121.7622,36.5015,51,11309,3552,8682,3314,2.82,500000
-121.907,35.4481,21,7728,3616,23,7,0.55,295764.89
-117.9647,36.3407,41,1199,403,16493,3966,1.16,500000
-121.9046,36.6055,32,6734,2304,984,308,8.78,500000
-115.8014,41.6179,26,13,4,16883,5415,7.53,500000
-122.2529,39.243,4,336,106,3335,1279,2.74,500000
-118.9389,41.1741,29,4031,1943,20434,6164,0.37,170610.76
-123.2988,40.0325,26,1334,527,9369,2240,8.77,500000
-116.9996,38.3849,30,12706,5326,4013,869,3.18,500000
-117.2213,34.0921,46,3226,1237,9729,2129,0.59,269679.0
-120.4845,39.1888,39,12418,6006,14478,5382,3.56,500000
-120.7418,36.9142,28,579,186,19225,4055,16.33,500000
-120.6897,37.5324,6,520,247,997,341,0.93,492381.02
-123.8,35.4852,40,3004,1147,4073,1396,0.79,342748.81
-123.2164,35.0216,18,1555,561,15860,5898,0.8,430284.49
-118.8011,38.7307,2,8361,3325,2972,997,1.07,500000
