Age,WorkClass,Education,EducationNum,MaritalStatus,Occupation,Race,Gender,CapitalGain,CapitalLoss,HoursPerWeek,Income
51,Private,Bachelors,9,Widowed,Machine-op-inspct,Black,Male,87317,0,35,0
68,Federal-gov,9th,15,Never-married,Protective-serv,White,Male,0,27591,88,0
90,Federal-gov,HS-grad,9,Divorced,Tech-support,Asian-Pac-Islander,Female,0,0,38,0
86,Without-pay,11th,7,Married-civ-spouse,Farming-fishing,Amer-Indian-Eskimo,Female,0,0,28,0
67,Local-gov,Preschool,14,Married-civ-spouse,Armed-Forces,White,Female,0,0,30,0
34,Federal-gov,Doctorate,3,Never-married,Priv-house-serv,Black,Female,66557,0,82,0
75,Private,7th-8th,12,Married-civ-spouse,Priv-house-serv,White,Female,0,32679,17,0
20,Local-gov,9th,12,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,0,0,93,0
62,Self-emp-inc,12th,8,Married-spouse-absent,Other-service,Black,Female,0,38706,26,0
78,Local-gov,Assoc-voc,6,Widowed,Craft-repair,Amer-Indian-Eskimo,Female,0,0,28,0
73,Private,Some-college,6,Married-civ-spouse,Armed-Forces,Other,Female,0,0,40,0
40,Self-emp-not-inc,Prof-school,8,Widowed,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,67,0
86,Self-emp-inc,5th-6th,6,Never-married,Protective-serv,Black,Female,0,16442,56,0
76,Federal-gov,10th,9,Never-married,Sales,Amer-Indian-Eskimo,Male,0,0,60,0
83,Federal-gov,10th,13,Never-married,Machine-op-inspct,White,Female,54228,0,67,0
22,Without-pay,10th,2,Married-AF-spouse,Armed-Forces,Asian-Pac-Islander,Female,70984,2229,38,0
33,Self-emp-not-inc,Doctorate,14,Married-civ-spouse,Protective-serv,White,Male,0,0,9,0
70,State-gov,Assoc-acdm,16,Divorced,Machine-op-inspct,Other,Male,0,0,89,0
34,Self-emp-inc,Assoc-acdm,9,Widowed,Other-service,White,Male,0,0,77,0
27,State-gov,HS-grad,2,Married-civ-spouse,Protective-serv,Amer-Indian-Eskimo,Male,0,8125,15,0
75,Self-emp-inc,10th,13,Never-married,Craft-repair,Amer-Indian-Eskimo,Female,0,0,2,0
25,Local-gov,HS-grad,5,Widowed,Armed-Forces,Asian-Pac-Islander,Male,0,35569,35,0
74,Without-pay,Some-college,6,Divorced,Farming-fishing,Black,Male,0,0,88,0
70,State-gov,Doctorate,16,Married-AF-spouse,Craft-repair,Amer-Indian-Eskimo,Male,0,0,56,0
37,State-gov,Some-college,15,Married-spouse-absent,Armed-Forces,Asian-Pac-Islander,Female,0,3798,26,0
35,Local-gov,Preschool,2,Married-spouse-absent,Protective-serv,White,Female,0,0,83,0
56,Self-emp-not-inc,9th,15,Widowed,Machine-op-inspct,Asian-Pac-Islander,Female,0,0,92,0
53,Self-emp-inc,12th,4,Separated,Farming-fishing,Other,Male,95911,5008,56,0
73,Self-emp-not-inc,HS-grad,8,Widowed,Sales,Amer-Indian-Eskimo,Male,0,0,3,0
52,Self-emp-not-inc,11th,6,Married-AF-spouse,Priv-house-serv,Amer-Indian-Eskimo,Male,0,37564,29,0
59,Federal-gov,11th,8,Married-AF-spouse,Armed-Forces,Black,Male,0,0,30,0
52,Self-emp-not-inc,12th,7,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,0,0,38,0
77,Self-emp-not-inc,Preschool,12,Divorced,Priv-house-serv,Other,Male,0,0,6,0
58,Private,Bachelors,2,Divorced,Sales,Asian-Pac-Islander,Female,0,32947,12,0
63,Self-emp-not-inc,Assoc-voc,16,Married-civ-spouse,Armed-Forces,Black,Female,84106,0,20,0
36,State-gov,Some-college,11,Separated,Exec-managerial,White,Male,0,0,48,0
28,Self-emp-inc,Assoc-voc,8,Widowed,Armed-Forces,White,Female,0,0,32,0
61,Private,Assoc-acdm,8,Married-spouse-absent,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,15,0
59,State-gov,Doctorate,11,Never-married,Machine-op-inspct,White,Female,0,0,81,0
33,Self-emp-not-inc,Masters,8,Married-civ-spouse,Armed-Forces,Other,Male,0,0,86,0
85,State-gov,Assoc-acdm,14,Divorced,Prof-specialty,Asian-Pac-Islander,Male,0,0,41,0
22,Self-emp-not-inc,9th,2,Never-married,Farming-fishing,Black,Female,0,44754,54,0
74,Federal-gov,5th-6th,10,Divorced,Protective-serv,Asian-Pac-Islander,Female,0,3754,98,0
21,Private,1st-4th,3,Never-married,Armed-Forces,Other,Male,7560,0,20,0
79,Without-pay,7th-8th,7,Married-civ-spouse,Exec-managerial,Other,Male,0,0,15,0
69,Local-gov,Doctorate,12,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Female,0,23971,5,0
65,Self-emp-not-inc,Bachelors,6,Separated,Machine-op-inspct,Asian-Pac-Islander,Male,0,11229,63,0
37,Without-pay,Preschool,4,Married-spouse-absent,Protective-serv,Amer-Indian-Eskimo,Female,21229,0,27,0
62,Federal-gov,Some-college,1,Separated,Transport-moving,Asian-Pac-Islander,Male,0,0,78,0
73,Local-gov,Assoc-acdm,4,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,60,0
27,Self-emp-not-inc,Bachelors,16,Never-married,Farming-fishing,White,Female,0,34757,54,0
74,Self-emp-not-inc,5th-6th,11,Married-AF-spouse,Machine-op-inspct,White,Male,0,0,6,0
61,State-gov,Assoc-acdm,13,Divorced,Exec-managerial,Asian-Pac-Islander,Male,0,42013,57,0
43,Local-gov,9th,1,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Female,0,0,98,0
44,Self-emp-inc,Doctorate,16,Separated,Armed-Forces,Asian-Pac-Islander,Male,0,0,64,0
88,Federal-gov,7th-8th,6,Married-AF-spouse,Handlers-cleaners,White,Female,0,32489,20,0
18,Without-pay,7th-8th,5,Never-married,Protective-serv,White,Male,0,0,4,0
24,Self-emp-not-inc,Some-college,2,Widowed,Priv-house-serv,White,Male,0,27310,59,0
47,Local-gov,Doctorate,5,Never-married,Handlers-cleaners,White,Female,0,0,32,0
84,Self-emp-inc,1st-4th,1,Married-civ-spouse,Farming-fishing,White,Female,0,0,40,0
45,Private,Doctorate,9,Married-civ-spouse,Machine-op-inspct,Black,Female,0,0,20,0
82,Local-gov,Doctorate,7,Never-married,Craft-repair,Black,Female,0,0,58,0
58,State-gov,Bachelors,2,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,0,0,5,0
64,Federal-gov,Prof-school,15,Married-AF-spouse,Craft-repair,Asian-Pac-Islander,Female,11330,0,73,0
22,Without-pay,HS-grad,4,Widowed,Protective-serv,Asian-Pac-Islander,Male,0,0,56,0
22,State-gov,7th-8th,6,Divorced,Farming-fishing,Asian-Pac-Islander,Female,0,0,63,0
21,Local-gov,Bachelors,7,Separated,Craft-repair,Amer-Indian-Eskimo,Male,0,0,71,0
53,Self-emp-not-inc,Some-college,5,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,0,0,69,0
86,Without-pay,Bachelors,7,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Female,0,0,47,0
22,Self-emp-inc,5th-6th,4,Widowed,Tech-support,Asian-Pac-Islander,Female,0,0,16,0
50,Without-pay,7th-8th,8,Married-spouse-absent,Farming-fishing,Other,Male,0,0,59,0
28,Without-pay,7th-8th,4,Married-AF-spouse,Farming-fishing,Black,Male,0,25796,87,0
35,Self-emp-not-inc,Doctorate,14,Widowed,Transport-moving,Asian-Pac-Islander,Female,0,0,11,0
52,Private,11th,3,Widowed,Craft-repair,White,Male,0,0,90,0
46,Self-emp-inc,Assoc-voc,4,Separated,Farming-fishing,White,Female,0,0,47,0
70,Private,HS-grad,2,Married-AF-spouse,Handlers-cleaners,Other,Male,39785,0,68,0
44,Private,Preschool,7,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,98,0
36,Federal-gov,Assoc-voc,16,Widowed,Exec-managerial,White,Female,0,0,28,0
74,Self-emp-not-inc,HS-grad,15,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,0,0,51,0
53,Private,10th,13,Never-married,Craft-repair,White,Female,0,0,98,0
74,Self-emp-not-inc,12th,3,Married-spouse-absent,Protective-serv,Black,Male,0,0,12,0
21,Private,Preschool,13,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,51,0
21,Federal-gov,Some-college,1,Married-civ-spouse,Exec-managerial,Other,Female,0,0,39,0
88,Federal-gov,HS-grad,9,Widowed,Craft-repair,Other,Male,0,0,4,0
23,Federal-gov,Prof-school,1,Married-AF-spouse,Craft-repair,Other,Female,30087,0,74,0
56,Local-gov,11th,7,Married-AF-spouse,Tech-support,Other,Male,0,0,74,0
71,Without-pay,1st-4th,2,Never-married,Farming-fishing,White,Male,0,0,12,0
62,Self-emp-not-inc,Masters,15,Never-married,Sales,Asian-Pac-Islander,Male,88239,0,85,0
89,State-gov,Masters,11,Never-married,Other-service,Asian-Pac-Islander,Male,63920,0,94,0
46,Self-emp-not-inc,12th,1,Married-AF-spouse,Tech-support,Amer-Indian-Eskimo,Male,51426,0,28,0
66,State-gov,7th-8th,16,Married-spouse-absent,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,98,0
71,State-gov,9th,9,Widowed,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,49,0
59,State-gov,12th,5,Married-AF-spouse,Machine-op-inspct,Other,Female,0,18090,11,0
47,Self-emp-not-inc,11th,4,Married-AF-spouse,Machine-op-inspct,Black,Female,0,0,47,0
63,Local-gov,7th-8th,16,Married-AF-spouse,Sales,Amer-Indian-Eskimo,Female,0,8762,16,0
66,Self-emp-inc,Assoc-voc,1,Separated,Priv-house-serv,Black,Male,0,0,52,0
43,Without-pay,Prof-school,1,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,92,0
47,Self-emp-not-inc,9th,16,Married-spouse-absent,Craft-repair,Black,Female,53105,0,47,0
58,Self-emp-inc,1st-4th,11,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Female,0,4139,11,0
31,State-gov,1st-4th,3,Married-AF-spouse,Prof-specialty,Other,Male,0,0,25,0
88,Self-emp-not-inc,HS-grad,3,Divorced,Craft-repair,Asian-Pac-Islander,Male,7144,0,66,0
34,State-gov,11th,10,Married-spouse-absent,Handlers-cleaners,Black,Male,90181,0,52,0
78,Self-emp-inc,11th,7,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Female,0,33361,60,0
48,State-gov,Masters,12,Never-married,Priv-house-serv,Other,Male,0,0,99,0
84,Local-gov,9th,5,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,69979,0,16,0
78,Federal-gov,5th-6th,8,Married-AF-spouse,Tech-support,Asian-Pac-Islander,Male,0,8626,81,0
72,Local-gov,12th,14,Widowed,Sales,Amer-Indian-Eskimo,Male,0,0,2,0
48,Self-emp-inc,12th,3,Married-spouse-absent,Farming-fishing,Asian-Pac-Islander,Male,0,0,82,0
68,Without-pay,Prof-school,4,Divorced,Handlers-cleaners,Black,Male,0,0,80,0
89,Self-emp-not-inc,10th,6,Never-married,Other-service,Black,Female,0,20744,67,0
52,Without-pay,12th,14,Married-AF-spouse,Priv-house-serv,Black,Female,0,0,40,0
45,Self-emp-inc,1st-4th,14,Never-married,Tech-support,Black,Male,0,0,11,0
59,Self-emp-not-inc,Assoc-acdm,2,Married-AF-spouse,Protective-serv,Other,Male,0,0,7,0
38,Self-emp-not-inc,7th-8th,5,Married-civ-spouse,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,53,0
39,State-gov,Bachelors,13,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Male,0,0,10,0
85,Without-pay,Preschool,6,Widowed,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,74,0
42,Local-gov,Assoc-acdm,16,Married-AF-spouse,Farming-fishing,Amer-Indian-Eskimo,Female,0,0,33,0
74,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,0,15314,68,0
71,Self-emp-inc,Assoc-acdm,13,Married-spouse-absent,Machine-op-inspct,Other,Male,0,0,38,0
37,Self-emp-inc,11th,1,Married-AF-spouse,Tech-support,Black,Male,0,0,96,0
82,State-gov,9th,6,Married-spouse-absent,Exec-managerial,Black,Male,0,0,15,0
22,Federal-gov,11th,3,Divorced,Protective-serv,Other,Male,0,0,70,0
61,Self-emp-inc,10th,1,Separated,Other-service,White,Male,0,0,38,0
34,Local-gov,Doctorate,9,Married-AF-spouse,Protective-serv,White,Female,90375,0,79,0
72,Without-pay,11th,13,Never-married,Craft-repair,Asian-Pac-Islander,Female,0,6988,91,0
19,Private,Assoc-acdm,3,Married-civ-spouse,Transport-moving,White,Female,0,17772,17,0
33,Federal-gov,10th,7,Married-spouse-absent,Tech-support,White,Male,0,0,17,0
47,Self-emp-not-inc,1st-4th,5,Married-spouse-absent,Protective-serv,Black,Male,1369,13478,35,0
35,Without-pay,HS-grad,7,Separated,Prof-specialty,Asian-Pac-Islander,Male,0,0,4,0
31,Without-pay,Masters,13,Divorced,Craft-repair,Other,Female,0,0,94,0
56,Private,12th,7,Married-AF-spouse,Tech-support,Amer-Indian-Eskimo,Female,0,0,50,0
29,Federal-gov,Bachelors,9,Widowed,Machine-op-inspct,White,Male,0,0,95,0
59,Local-gov,Preschool,4,Never-married,Priv-house-serv,White,Female,0,0,53,0
38,Local-gov,Preschool,5,Never-married,Craft-repair,White,Female,0,2190,79,0
69,Local-gov,Masters,4,Married-spouse-absent,Priv-house-serv,Asian-Pac-Islander,Male,0,0,48,0
37,State-gov,12th,6,Divorced,Protective-serv,Black,Male,0,0,59,0
73,State-gov,Some-college,8,Never-married,Exec-managerial,White,Female,0,0,96,0
42,Local-gov,Assoc-acdm,2,Married-AF-spouse,Craft-repair,White,Male,0,0,65,0
72,Without-pay,10th,15,Separated,Priv-house-serv,Black,Male,0,0,57,0
52,Local-gov,Preschool,8,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,70,0
72,Private,Some-college,5,Divorced,Farming-fishing,Asian-Pac-Islander,Female,0,0,85,0
63,Local-gov,10th,2,Never-married,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,77,0
28,Private,11th,15,Widowed,Armed-Forces,Black,Male,3401,0,60,0
69,Self-emp-inc,Prof-school,9,Never-married,Armed-Forces,White,Male,0,0,46,0
84,Local-gov,Prof-school,2,Married-AF-spouse,Armed-Forces,White,Female,0,0,100,0
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Tech-support,Black,Male,0,29352,96,0
26,Self-emp-inc,12th,1,Married-spouse-absent,Machine-op-inspct,Amer-Indian-Eskimo,Female,14871,8656,32,0
90,Local-gov,Doctorate,5,Separated,Craft-repair,Amer-Indian-Eskimo,Female,0,0,87,0
79,State-gov,Assoc-acdm,5,Widowed,Prof-specialty,Black,Female,68178,0,99,0
50,Without-pay,12th,15,Separated,Priv-house-serv,Asian-Pac-Islander,Male,0,1560,1,0
77,Self-emp-inc,Doctorate,10,Widowed,Farming-fishing,Black,Female,0,31313,83,0
49,Without-pay,Some-college,9,Married-civ-spouse,Tech-support,Other,Female,0,0,18,0
66,State-gov,Assoc-voc,10,Married-spouse-absent,Sales,Amer-Indian-Eskimo,Female,0,8151,51,0
20,Without-pay,HS-grad,8,Never-married,Farming-fishing,Black,Male,0,22586,82,0
89,State-gov,1st-4th,15,Married-AF-spouse,Farming-fishing,Black,Female,0,0,65,0
45,State-gov,Doctorate,11,Separated,Protective-serv,Black,Male,0,0,28,0
56,State-gov,1st-4th,16,Married-AF-spouse,Priv-house-serv,Asian-Pac-Islander,Male,59046,0,88,0
76,Federal-gov,Bachelors,4,Married-spouse-absent,Protective-serv,Asian-Pac-Islander,Female,0,43068,1,0
79,Local-gov,11th,13,Widowed,Other-service,Asian-Pac-Islander,Male,26869,0,42,0
53,Private,12th,7,Separated,Farming-fishing,Black,Female,0,22825,99,0
22,State-gov,10th,8,Married-civ-spouse,Armed-Forces,Asian-Pac-Islander,Female,0,0,31,0
57,State-gov,Assoc-voc,4,Never-married,Farming-fishing,Other,Male,0,0,25,0
34,Self-emp-inc,12th,9,Separated,Machine-op-inspct,White,Female,0,0,75,0
48,State-gov,Assoc-acdm,11,Never-married,Prof-specialty,Other,Male,0,0,15,0
77,Self-emp-not-inc,5th-6th,7,Separated,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,15,0
37,Private,12th,3,Married-spouse-absent,Other-service,Other,Male,0,0,95,0
68,Private,9th,6,Married-AF-spouse,Other-service,Black,Male,87011,0,47,0
66,Self-emp-not-inc,Some-college,14,Widowed,Priv-house-serv,Amer-Indian-Eskimo,Male,0,0,48,0
58,Without-pay,Assoc-voc,11,Married-civ-spouse,Other-service,Other,Male,0,0,64,0
80,Federal-gov,Some-college,7,Divorced,Protective-serv,Asian-Pac-Islander,Female,0,38785,77,0
24,Self-emp-not-inc,Masters,2,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Male,0,25709,85,0
35,Federal-gov,Preschool,6,Married-spouse-absent,Other-service,Asian-Pac-Islander,Male,0,0,87,0
19,Federal-gov,7th-8th,15,Married-AF-spouse,Farming-fishing,White,Female,0,2556,9,0
60,State-gov,7th-8th,6,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,0,0,59,0
72,Local-gov,Doctorate,6,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,73251,13690,31,0
46,Local-gov,5th-6th,6,Widowed,Handlers-cleaners,Black,Male,0,0,4,0
78,Private,10th,6,Separated,Tech-support,White,Male,0,16281,60,0
73,State-gov,HS-grad,6,Separated,Armed-Forces,White,Female,0,0,63,0
86,Local-gov,Prof-school,6,Widowed,Other-service,White,Female,0,11405,85,0
83,Without-pay,Preschool,3,Divorced,Handlers-cleaners,Black,Male,0,28260,54,0
63,Local-gov,Assoc-voc,5,Married-spouse-absent,Exec-managerial,Other,Female,0,28325,3,0
71,Without-pay,HS-grad,15,Divorced,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,58,0
87,Federal-gov,HS-grad,16,Separated,Transport-moving,Black,Female,0,1236,90,0
51,Federal-gov,Assoc-voc,16,Separated,Machine-op-inspct,White,Female,0,0,65,0
75,Self-emp-inc,Some-college,5,Separated,Transport-moving,White,Male,0,27283,93,0
26,State-gov,Bachelors,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,83,0
83,Federal-gov,1st-4th,11,Separated,Priv-house-serv,Other,Male,0,46218,52,0
65,Self-emp-not-inc,Doctorate,12,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Female,0,0,23,0
50,Self-emp-inc,Assoc-acdm,8,Never-married,Protective-serv,Amer-Indian-Eskimo,Male,0,0,78,0
27,Local-gov,HS-grad,1,Widowed,Machine-op-inspct,White,Male,0,0,100,0
68,Federal-gov,7th-8th,12,Divorced,Tech-support,Other,Female,0,0,61,0
53,Private,Some-college,8,Divorced,Handlers-cleaners,Black,Female,0,0,58,0
36,State-gov,Some-college,14,Married-civ-spouse,Protective-serv,White,Female,0,0,1,0
23,State-gov,Doctorate,2,Married-AF-spouse,Craft-repair,Other,Female,4680,0,48,0
23,Self-emp-inc,Assoc-acdm,10,Widowed,Machine-op-inspct,Asian-Pac-Islander,Male,93186,0,5,0
27,Private,10th,16,Never-married,Farming-fishing,Black,Female,36262,31193,89,0
59,State-gov,12th,14,Never-married,Farming-fishing,Other,Female,0,0,50,0
50,State-gov,10th,2,Never-married,Craft-repair,Other,Female,0,0,57,0
54,Private,Assoc-acdm,3,Divorced,Sales,Other,Male,0,26917,74,0
74,Federal-gov,7th-8th,13,Married-AF-spouse,Tech-support,Black,Female,0,0,39,0
22,Without-pay,Assoc-acdm,10,Widowed,Priv-house-serv,Other,Male,0,0,5,0
82,Private,11th,11,Widowed,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,57,0
49,Self-emp-not-inc,Assoc-voc,1,Widowed,Farming-fishing,Black,Female,0,0,98,0
48,Self-emp-not-inc,9th,15,Married-spouse-absent,Farming-fishing,White,Male,0,0,90,0
83,Self-emp-not-inc,5th-6th,9,Separated,Protective-serv,Other,Female,0,0,32,0
62,Without-pay,Masters,4,Widowed,Protective-serv,Asian-Pac-Islander,Male,0,48396,26,0
52,State-gov,Preschool,2,Divorced,Other-service,Other,Female,0,0,85,0
34,Private,Assoc-voc,11,Never-married,Transport-moving,Asian-Pac-Islander,Female,0,0,19,0
25,Without-pay,Some-college,16,Married-spouse-absent,Exec-managerial,Black,Female,0,0,38,0
39,Local-gov,12th,15,Married-civ-spouse,Machine-op-inspct,Black,Female,0,0,34,0
72,Private,Prof-school,6,Separated,Prof-specialty,Black,Male,0,0,24,0
71,Federal-gov,Masters,15,Widowed,Transport-moving,Black,Female,0,0,43,0
82,Self-emp-not-inc,Prof-school,10,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,0,9925,75,0
44,Federal-gov,Preschool,11,Widowed,Handlers-cleaners,Asian-Pac-Islander,Female,44630,5194,75,0
43,Self-emp-not-inc,Bachelors,8,Widowed,Farming-fishing,White,Male,0,0,38,0
78,Local-gov,12th,14,Married-spouse-absent,Armed-Forces,Amer-Indian-Eskimo,Female,0,0,71,0
68,Self-emp-inc,9th,8,Married-AF-spouse,Tech-support,Other,Male,0,0,33,0
83,Private,Assoc-voc,8,Married-civ-spouse,Handlers-cleaners,White,Male,0,30459,39,0
47,Self-emp-inc,1st-4th,7,Married-AF-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,0,28122,84,0
37,Self-emp-not-inc,Some-college,15,Married-AF-spouse,Prof-specialty,Other,Male,0,9523,10,0
43,Local-gov,Preschool,16,Widowed,Other-service,Black,Female,0,0,10,0
57,State-gov,Some-college,12,Widowed,Transport-moving,Amer-Indian-Eskimo,Female,0,0,42,0
54,Private,Preschool,6,Married-spouse-absent,Transport-moving,Black,Male,0,0,85,0
83,State-gov,Bachelors,14,Widowed,Tech-support,Amer-Indian-Eskimo,Female,0,0,68,0
56,Self-emp-inc,10th,10,Separated,Tech-support,Amer-Indian-Eskimo,Male,0,6193,29,0
38,Without-pay,Prof-school,3,Married-AF-spouse,Priv-house-serv,Asian-Pac-Islander,Male,0,0,56,0
65,Local-gov,Masters,10,Divorced,Armed-Forces,Other,Female,0,0,70,0
60,Self-emp-inc,Doctorate,5,Widowed,Machine-op-inspct,Other,Male,0,0,65,0
78,Federal-gov,12th,9,Separated,Craft-repair,White,Female,24854,0,29,0
51,State-gov,Assoc-acdm,12,Separated,Sales,Amer-Indian-Eskimo,Female,0,0,58,0
80,State-gov,1st-4th,2,Never-married,Prof-specialty,Asian-Pac-Islander,Female,0,0,61,0
44,Private,9th,15,Divorced,Priv-house-serv,Asian-Pac-Islander,Male,0,0,40,0
37,Without-pay,HS-grad,2,Married-AF-spouse,Priv-house-serv,Asian-Pac-Islander,Female,0,0,67,0
45,Local-gov,Prof-school,15,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Male,0,0,69,0
25,Self-emp-not-inc,Masters,10,Separated,Protective-serv,Other,Male,0,0,78,0
18,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Protective-serv,Other,Female,0,0,92,0
39,Local-gov,5th-6th,6,Never-married,Transport-moving,Black,Female,0,31490,57,0
20,Private,Masters,6,Divorced,Protective-serv,Black,Female,0,39851,36,0
37,Federal-gov,HS-grad,2,Separated,Handlers-cleaners,White,Female,0,0,92,0
23,Self-emp-inc,12th,1,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Female,0,0,29,0
48,Self-emp-not-inc,Masters,2,Never-married,Transport-moving,White,Male,71888,0,47,0
44,Self-emp-inc,Prof-school,9,Married-AF-spouse,Armed-Forces,Asian-Pac-Islander,Female,0,0,82,0
74,Federal-gov,10th,15,Married-civ-spouse,Prof-specialty,Other,Female,0,0,48,0
76,State-gov,Some-college,12,Separated,Prof-specialty,Black,Female,0,0,4,0
60,Self-emp-not-inc,12th,13,Divorced,Farming-fishing,White,Female,0,0,37,0
26,Local-gov,12th,12,Divorced,Priv-house-serv,Amer-Indian-Eskimo,Male,97871,0,8,0
75,State-gov,10th,3,Separated,Protective-serv,Amer-Indian-Eskimo,Male,0,42232,24,0
28,Self-emp-not-inc,Assoc-acdm,16,Never-married,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,86,0
34,Federal-gov,Bachelors,9,Separated,Sales,White,Male,0,13356,47,0
47,Self-emp-inc,5th-6th,6,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,97571,0,26,0
72,Self-emp-inc,Some-college,1,Widowed,Exec-managerial,White,Male,0,0,47,0
